Id,Rating
1,2
2,4
3,5
4,5
5,5
6,1
7,2
8,1
9,5
10,5
11,5
12,5
13,3
14,3
15,3
16,5
17,1
18,3
19,4
20,3
21,5
22,4
23,4
24,5
25,2
26,1
27,5
28,5
29,5
30,3
31,1
32,4
33,5
34,5
35,3
36,2
37,1
38,4
39,1
40,1
41,5
42,5
43,3
44,1
45,3
46,1
47,5
48,3
49,1
50,3
51,5
52,3
53,3
54,5
55,3
56,4
57,5
58,2
59,3
60,2
61,5
62,4
63,5
64,5
65,5
66,5
67,3
68,5
69,2
70,3
71,3
72,4
73,4
74,4
75,4
76,5
77,1
78,5
79,1
80,5
81,1
82,4
83,5
84,5
85,4
86,4
87,2
88,4
89,3
90,4
91,5
92,3
93,5
94,3
95,4
96,2
97,5
98,5
99,5
100,3
101,5
102,3
103,5
104,1
105,5
106,1
107,3
108,4
109,3
110,5
111,3
112,1
113,3
114,5
115,2
116,2
117,1
118,3
119,3
120,1
121,4
122,1
123,1
124,5
125,1
126,1
127,5
128,1
129,3
130,1
131,3
132,2
133,1
134,5
135,3
136,1
137,3
138,4
139,2
140,1
141,2
142,4
143,1
144,5
145,4
146,1
147,4
148,2
149,5
150,5
151,3
152,1
153,5
154,3
155,2
156,1
157,2
158,5
159,5
160,5
161,3
162,1
163,1
164,5
165,5
166,4
167,3
168,3
169,4
170,3
171,4
172,3
173,5
174,4
175,3
176,5
177,3
178,3
179,1
180,5
181,5
182,5
183,5
184,1
185,1
186,3
187,5
188,5
189,5
190,5
191,3
192,5
193,2
194,5
195,5
196,4
197,5
198,5
199,5
200,1
201,1
202,3
203,5
204,3
205,3
206,4
207,2
208,2
209,3
210,3
211,1
212,5
213,5
214,1
215,1
216,3
217,3
218,3
219,3
220,4
221,5
222,3
223,3
224,5
225,3
226,3
227,1
228,5
229,3
230,5
231,4
232,3
233,1
234,3
235,1
236,4
237,5
238,4
239,3
240,3
241,3
242,5
243,5
244,5
245,5
246,5
247,5
248,1
249,4
250,1
251,5
252,4
253,1
254,2
255,3
256,2
257,3
258,4
259,1
260,5
261,1
262,1
263,5
264,3
265,1
266,5
267,3
268,4
269,2
270,1
271,5
272,5
273,2
274,5
275,5
276,1
277,5
278,5
279,1
280,5
281,1
282,3
283,3
284,4
285,3
286,3
287,4
288,2
289,3
290,5
291,3
292,5
293,4
294,5
295,5
296,4
297,1
298,3
299,3
300,5
301,5
302,3
303,4
304,5
305,4
306,2
307,3
308,4
309,4
310,3
311,2
312,3
313,5
314,4
315,4
316,3
317,3
318,5
319,1
320,4
321,3
322,3
323,4
324,5
325,4
326,3
327,3
328,5
329,5
330,3
331,3
332,1
333,5
334,3
335,3
336,5
337,1
338,1
339,5
340,5
341,3
342,5
343,1
344,3
345,5
346,5
347,5
348,5
349,3
350,4
351,4
352,5
353,3
354,5
355,5
356,1
357,1
358,1
359,5
360,1
361,4
362,4
363,3
364,5
365,4
366,4
367,5
368,5
369,5
370,5
371,3
372,3
373,3
374,5
375,1
376,3
377,3
378,5
379,4
380,3
381,5
382,5
383,1
384,3
385,4
386,4
387,3
388,5
389,1
390,3
391,4
392,3
393,5
394,1
395,4
396,1
397,3
398,3
399,5
400,5
401,5
402,1
403,3
404,5
405,4
406,3
407,1
408,3
409,1
410,3
411,5
412,3
413,5
414,2
415,5
416,1
417,3
418,3
419,5
420,3
421,4
422,5
423,3
424,1
425,3
426,3
427,4
428,3
429,4
430,4
431,5
432,5
433,5
434,3
435,5
436,4
437,1
438,3
439,4
440,3
441,4
442,4
443,3
444,3
445,3
446,1
447,4
448,3
449,4
450,5
451,4
452,5
453,1
454,4
455,1
456,3
457,3
458,1
459,5
460,3
461,5
462,3
463,1
464,5
465,5
466,4
467,3
468,4
469,4
470,4
471,2
472,2
473,4
474,1
475,3
476,3
477,5
478,1
479,3
480,5
481,4
482,5
483,1
484,3
485,3
486,5
487,5
488,5
489,4
490,4
491,5
492,5
493,5
494,5
495,3
496,2
497,4
498,2
499,4
500,2
